"name","phones","street","city","state","zipcode","categories","email","website","working_hours","payment_methods","extraction_date","original_listing_url"
On Call Plumbing,(214) 666-6208,"402 W Wheatland Rd",Dallas,TX,"75232","Boiler Repair & Cleaning, Plumbers, Plumbing-Drain & Sewer Cleaning, Sewer Cleaners & Repairers, Water Heater Repair",lawandahaggart6209@aol.com,http://oncallplumbing579625662.localsearch.com,,"amex, discover, master card, visa",2025-12-17,https://www.yellowpages.com/dallas-tx/mip/on-call-plumbing-579625662
Keith Plumbing & Heating,(972) 360-0383,"6707 W Northwest Hwy",Dallas,TX,"75225",Plumbers,,https://voxservices.net,Mon - Sun: 6:00 am - 12:00 am,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/keith-plumbing-heating-580146628
"Lightfoot Mechanical, Inc.",(817) 752-4997,"11311 Harry Hines Blvd Ste 505",Dallas,TX,"75229",Plumbers,,https://lightfootmechanical.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/lightfoot-mechanical-inc-574327857
Amity Construction,(972) 438-8273,"2304 Johnson Rd",Irving,TX,"75061","Building Contractors, General Contractors, Plumbers, Real Estate Developers",,http://yellowpages.com/irving-tx/mip/texas-framing-construction-7509005,"Mon - Sat: 8:00 am - 6:00 pm, Mon - Sat: 8:00 am - 6:00 pm, Mon - Sat: 8:00 am - 6:00 pm, Mon - Sat: 8:00 am - 6:00 pm",,2025-12-17,https://www.yellowpages.com/irving-tx/mip/amity-construction-12491872
Wildman Plumbing,(214) 430-3861,"3910 Gaston Ave",Dallas,TX,"75246",Plumbers,,https://voxservices.net,Mon - Sun: 6:00 am - 12:00 am,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/wildman-plumbing-580146465
Stephenson Plumbing Co,(214) 691-7008,"4611 Ridgelawn Dr",Dallas,TX,"75214",Plumbers,,http://stephensonplumbingco.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/stephenson-plumbing-co-30206536
Emergency Plumbers,(972) 813-0042,"1206 E Ledbetter Dr",Dallas,TX,"75216",Plumbers,,http://yellowpages.com/dallas-tx/mip/plumbing-in-dallas-tx-551726582,"Mon - Sun: 6:00 am - 7:00 pm, Mon - Sun: 6:00 am - 7:00 pm, Mon - Sun: 6:00 am - 7:00 pm, Mon - Sun: 6:00 am - 7:00 pm, Mon - Sun: 6:00 am - 7:00 pm","amex, cash, discover, master card, visa",2025-12-17,https://www.yellowpages.com/dallas-tx/mip/emergency-plumbers-521855538
El Mexicano Rooter Plumbing,(214) 597-0608,"8303 Bohannon Dr",Dallas,TX,"75217","Plumbers, Plumbing-Drain & Sewer Cleaning, Sewer Cleaners & Repairers",,http://elmexicanorooterplumbing.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/el-mexicano-rooter-plumbing-463689717
Garbage Disposal Plumbing,(972) 707-6999,"1028 Valley View Mall",Dallas,TX,"75240",Plumbers,,http://garbagedisposalplumbingtx.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/garbage-disposal-plumbing-526356718
Abrahams Plumbing,(214) 404-4366,"9561 Highfield Dr",Dallas,TX,"75227",Plumbers,,http://abrahamsplumbing.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/abrahams-plumbing-30107607
Leak Repair Plumbing,(972) 813-1890,"1206 E Ledbetter Dr",Dallas,TX,"75216",Plumbers,,http://leakrepairplumbing521855561.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/leak-repair-plumbing-521855561
Home Plumbing Co,(214) 821-2945,"4522 Bryan St",Dallas,TX,"75204",Plumbers,,http://homeplumbingco.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/home-plumbing-co-3544032
H2o Works Plumbing,(214) 563-0278,"8820 Southwestern Blvd Apt 130",Dallas,TX,"75206","Plumbers, Sewer Cleaners & Repairers",sales@h2oplumbing.us,http://h2oworksplumbingtx.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/h2o-works-plumbing-20530467
Wayne Black Plumbing,(214) 660-7990,"3702 N Buckner Blvd",Dallas,TX,"75228",Plumbers,,http://yellowpages.com/dallas-tx/mip/gordon-plumbing-company-8524019,Mon - Fri: 8:00 am - 5:00 pm,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/wayne-black-plumbing-470789819
Honest Plumbing,(972) 707-5258,"10300 N Central Expy",Dallas,TX,"75231",Plumbers,,http://yellowpages.com/dallas-tx/mip/metroplex-plumbing-co-508144,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/honest-plumbing-523451144
A-Mac Services,(214) 941-1977,"225 E 12th St",Dallas,TX,"75203","Plumbers, Water Heaters",,http://amacservicestx.localsearch.com,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/a-mac-services-22656220
Casa View Plumbing,(972) 279-3691,"",Dallas,TX,"75228","Major Appliances, Plumbers, Plumbing-Drain & Sewer Cleaning, Sewer Cleaners & Repairers, Water Heater Repair, Water Heaters",info@casaviewplumbing.com,http://www.casaviewplumbing.com,"Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm","all major credit cards, amex, discover, master card, visa",2025-12-17,https://www.yellowpages.com/dallas-tx/mip/casa-view-plumbing-4116519
Fort Worth Plumbing Property,(469) 779-3960,"100 Highland Park Vlg",Dallas,TX,"75205",Plumbers,,http://yellowpages.com/dallas-tx/mip/drain-service-plumber-in-dallas-495473725,"Mon - Sun: 6:00 am - 10:00 pm, Mon - Sun: 6:00 am - 10:00 pm, Mon - Sun: 6:00 am - 10:00 pm","amex, cash, visa",2025-12-17,https://www.yellowpages.com/dallas-tx/mip/fort-worth-plumbing-property-545531196
Plumbers Lancaster TX,(972) 885-9043,"9440 Poppy Dr",Dallas,TX,"75218",Plumbers,bernardsidney628@gmail.com,http://www.plumberslancastertx.com,"Mon - Sun: 6:00 am - 10:00 pm, Mon - Sun: 6:00 am - 10:00 pm, Mon - Sun: 6:00 am - 10:00 pm, Mon - Sun: 6:00 am - 10:00 pm","amex, cash, mastercard, visa",2025-12-17,https://www.yellowpages.com/dallas-tx/mip/plumbers-lancaster-tx-548367717
Commercial Plumbing,(972) 885-4750,"4408 Ash Ln",Dallas,TX,"75223",Plumbers,dc@aaa-auger.com,http://dallasplumbing.com/index.php,,,2025-12-17,https://www.yellowpages.com/dallas-tx/mip/commercial-plumbing-523465926
