"name","phones","street","city","state","zipcode","categories","email","website","working_hours","payment_methods","extraction_date","original_listing_url"
Flowtech MNG Plumbing,(323) 549-9600,"2911 S Curson Ave",Los Angeles,CA,"90016","Plumbers, Plumbing-Drain & Sewer Cleaning, Sewer Cleaners & Repairers",mngplumbingco@msn.com,,"Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours","amex, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/flowtech-mng-plumbing-19172936
Arie Plumbing,(323) 676-1885,"2925 W Vernon Ave",Los Angeles,CA,"90008","Plumbers, Plumbing Contractors-Commercial & Industrial, Plumbing-Drain & Sewer Cleaning, Sewer Cleaners & Repairers",,http://arieplumbing.com,"Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours","amex, check, debit, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/arie-plumbing-480078822
Taylor Leak Detection Inc,(800) 252-0070,"6305 Yucca St",Los Angeles,CA,"90028","Air Conditioning Contractors & Systems, Heating Contractors & Specialties, Pipe Locating Equipment & Service, Plumbers",,http://taylorleakdetectionincca.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/taylor-leak-detection-inc-560284854
Northwestern Plumbing,(323) 258-7920,"5669 York Blvd",Los Angeles,CA,"90042","Home Builders, Plumbers",,http://thekeilgroup.com,,"amex, cash, check, debit, diners club, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/northwestern-plumbing-3961178
A-1 Emergency Plumbing,(323) 931-9111,"5256 W Washington Blvd",Los Angeles,CA,"90016","Building Contractors-Commercial & Industrial, Home Builders, Plumbers",,http://a1emergencyplumbing.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/a-1-emergency-plumbing-463745064
Livingston Mathew,(323) 634-9365,"805 N Alta Vista Blvd",Los Angeles,CA,"90046",Plumbers,,http://livingstonmathew.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/livingston-mathew-15948311
Best West Plumbing Inc,(310) 826-2288,"12229 W Pico Blvd",Los Angeles,CA,"90064",Plumbers,,http://bestwestplumbinginc.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/best-west-plumbing-inc-504715179
Mexi Plumbing,(323) 265-7090,"131 N Rowan Ave",Los Angeles,CA,"90063",Plumbers,,http://yellowpages.com/commerce-ca/mip/designer-plumbing-air-inc-457421924,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/mexi-plumbing-10114972
Quality Plumbers Los Angeles,(424) 842-8531,"4471 Whittier Blvd",Los Angeles,CA,"90022",Plumbers,,https://www.plumberslosangelesca.com,"Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm, Mon - Sun: 8:00 am - 8:00 pm","amex, cash, check, discover, financing available, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/quality-plumbers-los-angeles-572981625
"Adeedo Plumbing, Heating, Air & Electrical",(310) 945-4651,"8599 Venice Blvd",Los Angeles,CA,"90034",Plumbers,,https://www.adeedo.com,"Mon - Sat: 6:30 am - 6:00 pm, Mon - Sat: 6:30 am - 6:00 pm, Mon - Sat: 6:30 am - 6:00 pm, Mon - Sat: 6:30 am - 6:00 pm","amex, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/adeedo-plumbing-heating-air-electrical-504316767
N&J Water Heaters and Plumbing,(323) 697-3090,"10716 1/2 Avalon Blvd",Los Angeles,CA,"90061","Heating Equipment & Systems, Plumbers",waterheatersnj24@gmail.com,http://njwaterheatersandplumbing.localsearch.com,"Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Mon - Sat: 8:00 am - 7:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm, Sun: 10:00 am - 6:00 pm","cash, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/n-j-water-heaters-and-plumbing-533684046
"247 Plumbing and Drain Pasadena",(323) 693-0280,"5904 Monterey Rd",Los Angeles,CA,"90042",Plumbers,,http://247plumbinganddrainpasadena.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/247-plumbing-and-drain-pasadena-485360648
"Plumbing & HVAC West Hollywood, CA",(818) 812-1006,,West Hollywood,CA,"90069",Plumbers,,http://plumbinghvacwesthollywoodca.localsearch.com,Mon - Sun: Open 24 Hours,,2025-12-11,https://www.yellowpages.com/west-hollywood-ca/mip/plumbing-hvac-west-hollywood-ca-562480542
Honest Plumbing,"(323) 405-6017, (323) 405-6023","3309 N Eastern Ave",Los Angeles,CA,"90032",Plumbers,,http://honestplumbing510960989.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/honest-plumbing-510960989
Home Services at The Home Depot,"(323) 347-7613, (844) 476-2140","3040 E Slauson Ave",Huntington Park,CA,"90255","Air Conditioning Contractors & Systems, Flooring Contractors, General Contractors, Home Improvements, Plumbers",,https://www.homedepot.com/l/Huntington-Park/CA/Huntington-Park/90255/1002/services,"Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Mon - Sat: 6:00 am - 10:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm, Sun: 7:00 am - 8:00 pm","amex, cash, debit, discover, master card, visa",2025-12-11,https://www.yellowpages.com/huntington-park-ca/mip/home-services-at-the-home-depot-527445853
Rapid Plumbing,(442) 444-1774,"3840 E Miraloma Ave",Anaheim,CA,"92806","Air Conditioning Contractors & Systems, Building Construction Consultants, Building Contractors, Construction Consultants, General Contractors, Geothermal Heating & Cooling Contractors, Heating Contractors & Specialties, Leak Detecting Service, Plumbers, Plumbing-Drain & Sewer Cleaning, Plumbing, Drains & Sewer Consultants, Septic Tank & System Cleaning, Sewer Cleaners & Repairers, Water Heater Repair",,http://www.rapidplumbing.net,,"all major credit cards, amex, check, discover, mastercard, visa",2025-12-11,https://www.yellowpages.com/anaheim-ca/mip/rapid-plumbing-483932712?lid=1002193452668
The Plumber's Shop,(323) 441-1414,"2636 N Figueroa St",Los Angeles,CA,"90065",Plumbers,,http://themshop.com,"Sat: 8:00 am - 5:00 pm, Tue - Fri: 7:00 am - 5:00 pm",,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/the-plumbers-shop-455258133
Sanchez Plumbing,(323) 388-7868,"2731 E 57th St",Huntington Park,CA,"90255",Plumbers,,http://sanchezplumbingca.localsearch.com,,,2025-12-11,https://www.yellowpages.com/huntington-park-ca/mip/sanchez-plumbing-530800889
Richards Rooter And Plumbing,(323) 617-3335,"1725 N Alexandria Ave",Los Angeles,CA,"90027","Drainage Contractors, Leak Detecting Service, Plumbers, Plumbing-Drain & Sewer Cleaning, Plumbing, Drains & Sewer Consultants, Sewer Cleaners & Repairers, Sewer Contractors, Water Heaters",info@24hrplumberslosangeles.com,http://24hourplumberslosangeles.com,"Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours","all major credit cards, amex, atm, cash, check, discover, mastercard, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/richards-rooter-and-plumbing-476106061
McIntosh Plumbing,(650) 338-6823,"430 S St Andrews Pl",Los Angeles,CA,"90020","Leak Detecting Service, Plumbers, Water Heater Repair",,https://www.mcintoshplumbingca.com,"Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours, Mon - Sat: Open 24 Hours","amex, cash, check, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/mcintosh-plumbing-569359921
Rapid Plumbing,(310) 398-0818,"4121 Grand View Blvd",Los Angeles,CA,"90066",Plumbers,,http://craigsplumbingla.com,"Mon - Sat: 9:00 am - 6:00 pm, Mon - Sat: 9:00 am - 6:00 pm, Mon - Sat: 9:00 am - 6:00 pm, Mon - Sat: 9:00 am - 6:00 pm","amex, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/rapid-plumbing-527162669
Aces Plumbing,"(323) 550-1939, (323) 779-9192","439 E 122nd St",Los Angeles,CA,"90061","Boiler Repair & Cleaning, Plumbers, Plumbing-Drain & Sewer Cleaning, Sewer Cleaners & Repairers, Water Heater Repair",,http://acesplumbing.localsearch.com,,"amex, cash, check, debit, diners club, discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/aces-plumbing-15280426
Hvk Plumbing & Rooter Co,(323) 953-9592,"1937 1/2 N Commonwealth Ave",Los Angeles,CA,"90027","Building Contractors-Commercial & Industrial, Home Builders, Plumbers",,http://hvkplumbingrooterco.localsearch.com,,,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/hvk-plumbing-rooter-co-468853434
Expert One Plumbing,(800) 267-1958,"511 N Curson Ave",Los Angeles,CA,"90036","Plumbers, Plumbing Contractors-Commercial & Industrial",,https://www.expertoneplumbing.com,"Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours",all major credit cards,2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/expert-one-plumbing-469668838
D J's Plumbing Service,(323) 751-2021,"2021 W 65th St",Los Angeles,CA,"90047",Plumbers,,http://djtheplumber.com,,"discover, master card, visa",2025-12-11,https://www.yellowpages.com/los-angeles-ca/mip/d-js-plumbing-service-14035994
