"name","phones","street","city","state","zipcode","categories","email","website","working_hours","payment_methods","extraction_date","original_listing_url"
Plumbers Plus Pipe Fitters,(415) 854-8116,"233 Winston Dr",San Francisco,CA,"94132",Plumbers,,https://voxservices.net,Mon - Sun: 6:00 am - 12:00 am,,2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/plumbers-plus-pipe-fitters-580142473
Air Water System,(415) 691-1573,"2325 3rd St",San Francisco,CA,"94107",Plumbers,,https://airwater-system.com/mentions-legales,,,2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/air-water-system-560930981
Sosa Plumbing,(415) 596-6115,"236 W Portal Ave",San Francisco,CA,"94127",Plumbers,fastresponseplumber@yahoo.com,http://yellowpages.com/san-francisco-ca/mip/atlas-plumbing-rooter-22362935,"Mon: 7:30 am - 5:00 pm, Mon: 7:30 am - 5:00 pm, Mon: 7:30 am - 5:00 pm, Mon: 7:30 am - 5:00 pm, Mon: 7:30 am - 5:00 pm, Mon: 7:30 am - 5:00 pm, Mon: 7:30 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Sat: 8:00 am - 5:00 pm, Tue - Fri: 7:30 am - 10:00 pm, Tue - Fri: 7:30 am - 10:00 pm, Tue - Fri: 7:30 am - 10:00 pm, Tue - Fri: 7:30 am - 10:00 pm, Tue - Fri: 7:30 am - 10:00 pm, Tue - Fri: 7:30 am - 10:00 pm, Tue - Fri: 7:30 am - 10:00 pm","amex, cash, check, debit, discover, master card, visa",2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/sosa-plumbing-576574789
The Atom Electric Co.,(415) 760-5970,"1017 Brunswick St",Daly City,CA,"94014","Building Contractors, Electric Companies, Electricians, Handyman Services, Home Repair & Maintenance, Plumbers",carlos_leverman@sbcglobal.net,,,,2025-12-05,https://www.yellowpages.com/daly-city-ca/mip/the-atom-electric-co-475500635
Rooter Strong Plumbing,(415) 520-1200,"2341 Judah St",San Francisco,CA,"94122","Building Contractors, General Contractors, Plumbers",,,,,2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/rooter-strong-plumbing-506418850
Roto-Rooter Plumbing & Water Cleanup,(341) 388-0409,"300 Frank H Ogawa Plz",Oakland,CA,"94612","Fire & Water Damage Restoration, Grease Traps, Plumbers, Plumbing Contractors-Commercial & Industrial, Plumbing-Drain & Sewer Cleaning, Plumbing, Drains & Sewer Consultants, Sewer Cleaners & Repairers, Sewer Contractors, Water Damage Emergency Service, Water Damage Restoration, Water Heater Repair, Water Heaters",,https://www.rotorooter.com/oakland/,"Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours, Mon - Sun: Open 24 Hours","amex, debit, discover, master card, visa",2025-12-05,https://www.yellowpages.com/oakland-ca/mip/roto-rooter-plumbing-water-cleanup-575092883?lid=1002194260771
Larratt Brothers Plumbing,"(415) 859-9037, (650) 873-5794, (650) 873-6415","88 Elmira St",San Francisco,CA,"94124","Home Improvements, Plumbers",,https://www.larrattbros.com,"Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm, Mon - Fri: 9:00 am - 5:00 pm","amex, cash, check, debit, diners club, discover, master card, visa",2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/larratt-brothers-plumbing-540708030
Bacon Plumbing Co Inc,(415) 642-6200,"1698 Hudson Ave",San Francisco,CA,"94124","Plumbers, Plumbing Contractors-Commercial & Industrial",admin@baconplumbing.com,http://www.baconplumbing.com,"Mon - Fri: 8:00 am - 4:30 pm, Mon - Fri: 8:00 am - 4:30 pm",check,2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/bacon-plumbing-co-inc-17955421
Gilmore E B & Sons Mechanical Services,"(415) 400-5266, (415) 822-2888, (415) 861-0944, (415) 861-4506","1325 Egbert Ave",San Francisco,CA,"94124","Air Conditioning Contractors & Systems, Major Appliances, Mechanical Contractors, Plumbers",office@ebgilmore.com,http://www.ebgilmore.com,"Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm, Mon - Fri: 8:00 am - 5:00 pm",,2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/gilmore-e-b-sons-mechanical-services-14032450
Fong's Plumbing,(415) 386-7888,"767 27th Ave",San Francisco,CA,"94121","Altering & Remodeling Contractors, Building Contractors-Commercial & Industrial, General Contractors, Home Improvements, Plumbers",kenneth_young@yahoo.com,,,"cash, check, jcb, visa",2025-12-05,https://www.yellowpages.com/san-francisco-ca/mip/fongs-plumbing-15588883
